sentences,sentences_labels,Subject,Object,relations,labels,filename,relations_id,cleaned_text,Combinations,Combination_spin_text
[E1]Andrey Santoswill[/E1] sign with [E2]Chelsea[/E2] in January.,[PER]Andrey Santoswill[/PER] sign with [ORG]Chelsea[/ORG] in January.,Andrey Santoswill,Chelsea,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Andrey Santoswill[/E1] sign with [E2]Chelsea[/E2] in January.,[E2]Chelsea[/E2] employed [E1]Andrey Santoswill[/E1] in January.,[E2]Chelsea[/E2] use [E1]Andrey Santoswill[/E1] in January .
"32-yr-old software engineer [E1]Azam[/E1], employed by [E2]Google[/E2] was from Hyderabad.","32-yr-old software engineer [PER]Azam[/PER], employed by [ORG]Google[/ORG] was from Hyderabad.",Azam,Google,employedBy,"['PER', 'ORG']",Admin.txt,2,"32-yr-old software engineer [E1]Azam[/E1], employed by [E2]Google[/E2] was from Hyderabad.","32-yr-old software engineer [E1]Azam[/E1], employed by [E2]Google[/E2] was from Hyderabad.","32-yr-old software engineer [E1]Azam[/E1], employed by [E2]Google[/E2] was from Hyderabad."
"32-yr-old software engineer [E1]Azam[/E1], employed by [E2]Google[/E2] was from Hyderabad.","32-yr-old software engineer [PER]Azam[/PER], employed by [ORG]Google[/ORG] was from Hyderabad.",Azam,Google,employedBy,"['PER', 'ORG']",Admin.txt,2,"32-yr-old software engineer [E1]Azam[/E1], employed by [E2]Google[/E2] was from Hyderabad.","32-yr-old software engineer [E1]Azam[/E1], employed by [E2]Google[/E2] was from Hyderabad.","32-yr-old software engineer [E1]Azam[/E1] , employed by [E2]Google[/E2] constitute from Hyderabad ."
"32-yr-old software engineer [E1]Azam[/E1], employed by [E2]Google[/E2] was from Hyderabad.","32-yr-old software engineer [PER]Azam[/PER], employed by [ORG]Google[/ORG] was from Hyderabad.",Azam,Google,employedBy,"['PER', 'ORG']",Admin.txt,2,"32-yr-old software engineer [E1]Azam[/E1], employed by [E2]Google[/E2] was from Hyderabad.",32-yr-old software engineer [E2]Google[/E2] employed [E1]Azam[/E1] was from Hyderabad.,32-yr-old software engineer [E2]Google[/E2] employed [E1]Azam[/E1] was from Hyderabad.
"32-yr-old software engineer [E1]Azam[/E1], employed by [E2]Google[/E2] was from Hyderabad.","32-yr-old software engineer [PER]Azam[/PER], employed by [ORG]Google[/ORG] was from Hyderabad.",Azam,Google,employedBy,"['PER', 'ORG']",Admin.txt,2,"32-yr-old software engineer [E1]Azam[/E1], employed by [E2]Google[/E2] was from Hyderabad.",32-yr-old software engineer [E2]Google[/E2] employed [E1]Azam[/E1] was from Hyderabad.,32-yr-old computer_software organise [E2]Google[/E2] employed [E1]Azam[/E1] be from Hyderabad .
[E1]Eon-young[/E1] has signed a contract with Team [E2]Liquid Honda[/E2] lasting through the 2025 season.,[PER]Eon-young[/PER] has signed a contract with Team [ORG]Liquid Honda[/ORG] lasting through the 2025 season.,Eon-young,Liquid Honda,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Eon-young[/E1] has signed a contract with Team [E2]Liquid Honda[/E2] lasting through the 2025 season.,[E1]Eon-young[/E1] has signed a contract with Team [E2]Liquid Honda[/E2] lasting through the 2025 season.,[E1]Eon-young[/E1] has signed a contract with Team [E2]Liquid Honda[/E2] lasting through the 2025 season.
[E1]Eon-young[/E1] has signed a contract with Team [E2]Liquid Honda[/E2] lasting through the 2025 season.,[PER]Eon-young[/PER] has signed a contract with Team [ORG]Liquid Honda[/ORG] lasting through the 2025 season.,Eon-young,Liquid Honda,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Eon-young[/E1] has signed a contract with Team [E2]Liquid Honda[/E2] lasting through the 2025 season.,[E1]Eon-young[/E1] has signed a contract with Team [E2]Liquid Honda[/E2] lasting through the 2025 season.,[E1]Eon-young[/E1] give_birth sign a contract with Team [E2]Liquid Honda[/E2] lasting through the 2025 season .
[E1]Eon-young[/E1] has signed a contract with Team [E2]Liquid Honda[/E2] lasting through the 2025 season.,[PER]Eon-young[/PER] has signed a contract with Team [ORG]Liquid Honda[/ORG] lasting through the 2025 season.,Eon-young,Liquid Honda,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Eon-young[/E1] has signed a contract with Team [E2]Liquid Honda[/E2] lasting through the 2025 season.,[E2]Liquid Honda[/E2] employed [E1]Eon-young[/E1] lasting through the 2025 season.,[E2]Liquid Honda[/E2] employed [E1]Eon-young[/E1] lasting through the 2025 season.
[E1]Eon-young[/E1] has signed a contract with Team [E2]Liquid Honda[/E2] lasting through the 2025 season.,[PER]Eon-young[/PER] has signed a contract with Team [ORG]Liquid Honda[/ORG] lasting through the 2025 season.,Eon-young,Liquid Honda,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Eon-young[/E1] has signed a contract with Team [E2]Liquid Honda[/E2] lasting through the 2025 season.,[E2]Liquid Honda[/E2] employed [E1]Eon-young[/E1] lasting through the 2025 season.,[E2]Liquid Honda[/E2] employed [E1]Eon-young[/E1] survive through the 2025 season .
Itâs official [E1]Nick[/E1] has signed a contract with [E2]Detroit Tigers[/E2] as head athletic trainer for the rookie team.,Itâs official [PER]Nick[/PER] has signed a contract with [ORG]Detroit Tigers[/ORG] as head athletic trainer for the rookie team.,Nick,Detroit Tigers,employedBy,"['PER', 'ORG']",Admin.txt,2,Itâs official [E1]Nick[/E1] has signed a contract with [E2]Detroit Tigers[/E2] as head athletic trainer for the rookie team.,Itâs official [E1]Nick[/E1] has signed a contract with [E2]Detroit Tigers[/E2] as head athletic trainer for the rookie team.,Itâs official [E1]Nick[/E1] has signed a contract with [E2]Detroit Tigers[/E2] as head athletic trainer for the rookie team.
Itâs official [E1]Nick[/E1] has signed a contract with [E2]Detroit Tigers[/E2] as head athletic trainer for the rookie team.,Itâs official [PER]Nick[/PER] has signed a contract with [ORG]Detroit Tigers[/ORG] as head athletic trainer for the rookie team.,Nick,Detroit Tigers,employedBy,"['PER', 'ORG']",Admin.txt,2,Itâs official [E1]Nick[/E1] has signed a contract with [E2]Detroit Tigers[/E2] as head athletic trainer for the rookie team.,Itâs official [E1]Nick[/E1] has signed a contract with [E2]Detroit Tigers[/E2] as head athletic trainer for the rookie team.,Itâs functionary [E1]Nick[/E1] has signed a contract with [E2]Detroit Tigers[/E2] as headspring gymnastic trainer for the greenhorn team .
Itâs official [E1]Nick[/E1] has signed a contract with [E2]Detroit Tigers[/E2] as head athletic trainer for the rookie team.,Itâs official [PER]Nick[/PER] has signed a contract with [ORG]Detroit Tigers[/ORG] as head athletic trainer for the rookie team.,Nick,Detroit Tigers,employedBy,"['PER', 'ORG']",Admin.txt,2,Itâs official [E1]Nick[/E1] has signed a contract with [E2]Detroit Tigers[/E2] as head athletic trainer for the rookie team.,Itâs official [E2]Detroit Tigers[/E2] employed [E1]Nick[/E1] as head athletic trainer for the rookie team.,Itâs official [E2]Detroit Tigers[/E2] employed [E1]Nick[/E1] as head athletic trainer for the rookie team.
Itâs official [E1]Nick[/E1] has signed a contract with [E2]Detroit Tigers[/E2] as head athletic trainer for the rookie team.,Itâs official [PER]Nick[/PER] has signed a contract with [ORG]Detroit Tigers[/ORG] as head athletic trainer for the rookie team.,Nick,Detroit Tigers,employedBy,"['PER', 'ORG']",Admin.txt,2,Itâs official [E1]Nick[/E1] has signed a contract with [E2]Detroit Tigers[/E2] as head athletic trainer for the rookie team.,Itâs official [E2]Detroit Tigers[/E2] employed [E1]Nick[/E1] as head athletic trainer for the rookie team.,Itâs official [E2]Detroit Tigers[/E2] employed [E1]Nick[/E1] A head acrobatic trainer for the greenhorn squad .
17-year-old Celtic B left-back [E1]Mitchel Frame[/E1] has recently signed new contract with [E2]Celtic[/E2].,17-year-old Celtic B left-back [PER]Mitchel Frame[/PER] has recently signed new contract with [ORG]Celtic[/ORG].,Mitchel Frame,Celtic,employedBy,"['PER', 'ORG']",Admin.txt,2,17-year-old Celtic B left-back [E1]Mitchel Frame[/E1] has recently signed new contract with [E2]Celtic[/E2].,17-year-old Celtic B left-back [E1]Mitchel Frame[/E1] has recently signed new contract with [E2]Celtic[/E2].,17-year-old Celtic B left-back [E1]Mitchel Frame[/E1] has recently signed new contract with [E2]Celtic[/E2].
17-year-old Celtic B left-back [E1]Mitchel Frame[/E1] has recently signed new contract with [E2]Celtic[/E2].,17-year-old Celtic B left-back [PER]Mitchel Frame[/PER] has recently signed new contract with [ORG]Celtic[/ORG].,Mitchel Frame,Celtic,employedBy,"['PER', 'ORG']",Admin.txt,2,17-year-old Celtic B left-back [E1]Mitchel Frame[/E1] has recently signed new contract with [E2]Celtic[/E2].,17-year-old Celtic B left-back [E1]Mitchel Frame[/E1] has recently signed new contract with [E2]Celtic[/E2].,17-year-old Celtic B left-back [E1]Mitchel Frame[/E1] has recently signed fresh contract with [E2]Celtic[/E2] .
17-year-old Celtic B left-back [E1]Mitchel Frame[/E1] has recently signed new contract with [E2]Celtic[/E2].,17-year-old Celtic B left-back [PER]Mitchel Frame[/PER] has recently signed new contract with [ORG]Celtic[/ORG].,Mitchel Frame,Celtic,employedBy,"['PER', 'ORG']",Admin.txt,2,17-year-old Celtic B left-back [E1]Mitchel Frame[/E1] has recently signed new contract with [E2]Celtic[/E2].,17-year-old Celtic B left-back [E2]Celtic[/E2] employed [E1]Mitchel Frame[/E1].,17-year-old Celtic B left-back [E2]Celtic[/E2] employed [E1]Mitchel Frame[/E1].
17-year-old Celtic B left-back [E1]Mitchel Frame[/E1] has recently signed new contract with [E2]Celtic[/E2].,17-year-old Celtic B left-back [PER]Mitchel Frame[/PER] has recently signed new contract with [ORG]Celtic[/ORG].,Mitchel Frame,Celtic,employedBy,"['PER', 'ORG']",Admin.txt,2,17-year-old Celtic B left-back [E1]Mitchel Frame[/E1] has recently signed new contract with [E2]Celtic[/E2].,17-year-old Celtic B left-back [E2]Celtic[/E2] employed [E1]Mitchel Frame[/E1].,17-year-old Celtic_language vitamin_B left-back [E2]Celtic[/E2] employed [E1]Mitchel Frame[/E1] .
"Today, [E1]SuÄiÄ[/E1] signed a new contract at [E2]Dinamo Zagreb[/E2]. Will definitely get a more important role in the team.","Today, [PER]SuÄiÄ[/PER] signed a new contract at [ORG]Dinamo Zagreb[/ORG]. Will definitely get a more important role in the team.",SuÄiÄ,Dinamo Zagreb,employedBy,"['PER', 'ORG']",Admin.txt,2,"Today, [E1]SuÄiÄ[/E1] signed a new contract at [E2]Dinamo Zagreb[/E2].","Today, [E1]SuÄiÄ[/E1] signed a new contract at [E2]Dinamo Zagreb[/E2].","Today, [E1]SuÄiÄ[/E1] signed a new contract at [E2]Dinamo Zagreb[/E2]."
"Today, [E1]SuÄiÄ[/E1] signed a new contract at [E2]Dinamo Zagreb[/E2]. Will definitely get a more important role in the team.","Today, [PER]SuÄiÄ[/PER] signed a new contract at [ORG]Dinamo Zagreb[/ORG]. Will definitely get a more important role in the team.",SuÄiÄ,Dinamo Zagreb,employedBy,"['PER', 'ORG']",Admin.txt,2,"Today, [E1]SuÄiÄ[/E1] signed a new contract at [E2]Dinamo Zagreb[/E2].","Today, [E1]SuÄiÄ[/E1] signed a new contract at [E2]Dinamo Zagreb[/E2].","today , [E1]SuÄiÄ[/E1] gestural a new contract At [E2]Dinamo Zagreb[/E2] ."
"Today, [E1]SuÄiÄ[/E1] signed a new contract at [E2]Dinamo Zagreb[/E2]. Will definitely get a more important role in the team.","Today, [PER]SuÄiÄ[/PER] signed a new contract at [ORG]Dinamo Zagreb[/ORG]. Will definitely get a more important role in the team.",SuÄiÄ,Dinamo Zagreb,employedBy,"['PER', 'ORG']",Admin.txt,2,"Today, [E1]SuÄiÄ[/E1] signed a new contract at [E2]Dinamo Zagreb[/E2].","Today, [E2]Dinamo Zagreb[/E2] employed [E1]SuÄiÄ[/E1].","Today, [E2]Dinamo Zagreb[/E2] employed [E1]SuÄiÄ[/E1]."
"Today, [E1]SuÄiÄ[/E1] signed a new contract at [E2]Dinamo Zagreb[/E2]. Will definitely get a more important role in the team.","Today, [PER]SuÄiÄ[/PER] signed a new contract at [ORG]Dinamo Zagreb[/ORG]. Will definitely get a more important role in the team.",SuÄiÄ,Dinamo Zagreb,employedBy,"['PER', 'ORG']",Admin.txt,2,"Today, [E1]SuÄiÄ[/E1] signed a new contract at [E2]Dinamo Zagreb[/E2].","Today, [E2]Dinamo Zagreb[/E2] employed [E1]SuÄiÄ[/E1].","nowadays , [E2]Dinamo Zagreb[/E2] employ [E1]SuÄiÄ[/E1] ."
"[E1]George[/E1] is employed by [E2]Chiefs[/E2], signed a contract to represent the team and hee reported to work like any other employee.","[PER]George[/PER] is employed by [ORG]Chiefs[/ORG], signed a contract to represent the team and hee reported to work like any other employee.",George,Chiefs,employedBy,"['PER', 'ORG']",Admin.txt,2,"[E1]George[/E1] is employed by [E2]Chiefs[/E2], signed a contract to represent the team and hee reported to work like any other employee.","[E1]George[/E1] is employed by [E2]Chiefs[/E2], signed a contract to represent the team and hee reported to work like any other employee.","[E1]George[/E1] is employed by [E2]Chiefs[/E2], signed a contract to represent the team and hee reported to work like any other employee."
"[E1]George[/E1] is employed by [E2]Chiefs[/E2], signed a contract to represent the team and hee reported to work like any other employee.","[PER]George[/PER] is employed by [ORG]Chiefs[/ORG], signed a contract to represent the team and hee reported to work like any other employee.",George,Chiefs,employedBy,"['PER', 'ORG']",Admin.txt,2,"[E1]George[/E1] is employed by [E2]Chiefs[/E2], signed a contract to represent the team and hee reported to work like any other employee.","[E1]George[/E1] is employed by [E2]Chiefs[/E2], signed a contract to represent the team and hee reported to work like any other employee.","[E1]George[/E1] is employed aside [E2]Chiefs[/E2] , sign A shrink to make_up the team and hee cover to body_of_work comparable any other employee ."
"[E1]George[/E1] is employed by [E2]Chiefs[/E2], signed a contract to represent the team and hee reported to work like any other employee.","[PER]George[/PER] is employed by [ORG]Chiefs[/ORG], signed a contract to represent the team and hee reported to work like any other employee.",George,Chiefs,employedBy,"['PER', 'ORG']",Admin.txt,2,"[E1]George[/E1] is employed by [E2]Chiefs[/E2], signed a contract to represent the team and hee reported to work like any other employee.","[E2]Chiefs[/E2] employed [E1]George[/E1], signed a contract to represent the team and hee reported to work like any other employee.","[E2]Chiefs[/E2] employed [E1]George[/E1], signed a contract to represent the team and hee reported to work like any other employee."
"[E1]George[/E1] is employed by [E2]Chiefs[/E2], signed a contract to represent the team and hee reported to work like any other employee.","[PER]George[/PER] is employed by [ORG]Chiefs[/ORG], signed a contract to represent the team and hee reported to work like any other employee.",George,Chiefs,employedBy,"['PER', 'ORG']",Admin.txt,2,"[E1]George[/E1] is employed by [E2]Chiefs[/E2], signed a contract to represent the team and hee reported to work like any other employee.","[E2]Chiefs[/E2] employed [E1]George[/E1], signed a contract to represent the team and hee reported to work like any other employee.","[E2]Chiefs[/E2] employed [E1]George[/E1] , signed a contract to represent the squad and hee reported to operate like any other employee ."
[E1]Cathy[/E1] was a team liaison employed by the [E2]organization[/E2].,[PER]Cathy[/PER] was a team liaison employed by the [ORG]organization[/ORG].,Cathy,organization,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Cathy[/E1] was a team liaison employed by the [E2]organization[/E2].,[E1]Cathy[/E1] was a team liaison employed by the [E2]organization[/E2].,[E1]Cathy[/E1] was a team liaison employed by the [E2]organization[/E2].
[E1]Cathy[/E1] was a team liaison employed by the [E2]organization[/E2].,[PER]Cathy[/PER] was a team liaison employed by the [ORG]organization[/ORG].,Cathy,organization,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Cathy[/E1] was a team liaison employed by the [E2]organization[/E2].,[E1]Cathy[/E1] was a team liaison employed by the [E2]organization[/E2].,[E1]Cathy[/E1] was a team_up inter-group_communication employed aside the [E2]organization[/E2] .
[E1]Cathy[/E1] was a team liaison employed by the [E2]organization[/E2].,[PER]Cathy[/PER] was a team liaison employed by the [ORG]organization[/ORG].,Cathy,organization,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Cathy[/E1] was a team liaison employed by the [E2]organization[/E2].,[E2]organization[/E2] employed [E1]Cathy[/E1].,[E2]organization[/E2] employed [E1]Cathy[/E1].
Announcement at the [E2]Tigers[/E2] meeting today the team has signed manager[E1] AJ Hinch[/E1] to a long-term contract!,Announcement at the [ORG]Tigers[/ORG] meeting today the team has signed manag[PER]er AJ Hin[/PER]ch to a long-term contract!, AJ Hinch,Tigers,employedBy,"['PER', 'ORG']",Admin.txt,2,Announcement at the [E2]Tigers[/E2] meeting today the team has signed manager[E1] AJ Hinch[/E1] to a long-term contract!.,Announcement at the [E2]Tigers[/E2] meeting today the team has signed manager[E1] AJ Hinch[/E1] to a long-term contract!.,Announcement at the [E2]Tigers[/E2] meeting today the team has signed manager[E1] AJ Hinch[/E1] to a long-term contract!.
Announcement at the [E2]Tigers[/E2] meeting today the team has signed manager[E1] AJ Hinch[/E1] to a long-term contract!,Announcement at the [ORG]Tigers[/ORG] meeting today the team has signed manag[PER]er AJ Hin[/PER]ch to a long-term contract!, AJ Hinch,Tigers,employedBy,"['PER', 'ORG']",Admin.txt,2,Announcement at the [E2]Tigers[/E2] meeting today the team has signed manager[E1] AJ Hinch[/E1] to a long-term contract!.,Announcement at the [E2]Tigers[/E2] meeting today the team has signed manager[E1] AJ Hinch[/E1] to a long-term contract!.,promulgation at the [E2]Tigers[/E2] confluence today the team has sign manager[E1] AJ Hinch[/E1] to a long-term abridge ! .
Announcement at the [E2]Tigers[/E2] meeting today the team has signed manager[E1] AJ Hinch[/E1] to a long-term contract!,Announcement at the [ORG]Tigers[/ORG] meeting today the team has signed manag[PER]er AJ Hin[/PER]ch to a long-term contract!, AJ Hinch,Tigers,employedBy,"['PER', 'ORG']",Admin.txt,2,Announcement at the [E2]Tigers[/E2] meeting today the team has signed manager[E1] AJ Hinch[/E1] to a long-term contract!.,Announcement at the [E1] AJ Hinch[/E1]employed[E2]Tigers[/E2] to a long-term contract!.,Announcement at the [E1] AJ Hinch[/E1]employed[E2]Tigers[/E2] to a long-term contract!.
Announcement at the [E2]Tigers[/E2] meeting today the team has signed manager[E1] AJ Hinch[/E1] to a long-term contract!,Announcement at the [ORG]Tigers[/ORG] meeting today the team has signed manag[PER]er AJ Hin[/PER]ch to a long-term contract!, AJ Hinch,Tigers,employedBy,"['PER', 'ORG']",Admin.txt,2,Announcement at the [E2]Tigers[/E2] meeting today the team has signed manager[E1] AJ Hinch[/E1] to a long-term contract!.,Announcement at the [E1] AJ Hinch[/E1]employed[E2]Tigers[/E2] to a long-term contract!.,promulgation at the [E1] AJ Hinch[/E1]employed[E2]Tigers[/E2] to deoxyadenosine_monophosphate long-term contract ! .
[E1]Embiid[/E1] signed a contract extension because he's so good he could carry [E2]Nets[/E2].,[PER]Embiid[/PER] signed a contract extension because he's so good he could carry [ORG]Nets[/ORG].,Embiid,Nets,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Embiid[/E1] signed a contract extension because he's so good he could carry [E2]Nets[/E2].,[E1]Embiid[/E1] signed a contract extension because he's so good he could carry [E2]Nets[/E2].,[E1]Embiid[/E1] signed a contract extension because he's so good he could carry [E2]Nets[/E2].
[E1]Embiid[/E1] signed a contract extension because he's so good he could carry [E2]Nets[/E2].,[PER]Embiid[/PER] signed a contract extension because he's so good he could carry [ORG]Nets[/ORG].,Embiid,Nets,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Embiid[/E1] signed a contract extension because he's so good he could carry [E2]Nets[/E2].,[E1]Embiid[/E1] signed a contract extension because he's so good he could carry [E2]Nets[/E2].,[E1]Embiid[/E1] signed a contract extension because he 's so effective he could carry [E2]Nets[/E2] .
[E1]Embiid[/E1] signed a contract extension because he's so good he could carry [E2]Nets[/E2].,[PER]Embiid[/PER] signed a contract extension because he's so good he could carry [ORG]Nets[/ORG].,Embiid,Nets,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Embiid[/E1] signed a contract extension because he's so good he could carry [E2]Nets[/E2].,[E2]Nets[/E2] employed [E1]Embiid[/E1].,[E2]Nets[/E2] employed [E1]Embiid[/E1].
[E1]Marcus Rashford[/E1] after he signed a new contract with [E2]Manchester United[/E2] he changed or what but we need to be honest about his performance even on the national team it horrible,[PER]Marcus Rashford[/PER] after he signed a new contract with [ORG]Manchester United[/ORG] he changed or what but we need to be honest about his performance even on the national team it horrible,Marcus Rashford,Manchester United,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Marcus Rashford[/E1] after he signed a new contract with [E2]Manchester United[/E2] he changed or what but we need to be honest about his performance even on the national team it horrible.,[E1]Marcus Rashford[/E1] after he signed a new contract with [E2]Manchester United[/E2] he changed or what but we need to be honest about his performance even on the national team it horrible.,[E1]Marcus Rashford[/E1] after he signed a new contract with [E2]Manchester United[/E2] he changed or what but we need to be honest about his performance even on the national team it horrible.
[E1]Marcus Rashford[/E1] after he signed a new contract with [E2]Manchester United[/E2] he changed or what but we need to be honest about his performance even on the national team it horrible,[PER]Marcus Rashford[/PER] after he signed a new contract with [ORG]Manchester United[/ORG] he changed or what but we need to be honest about his performance even on the national team it horrible,Marcus Rashford,Manchester United,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Marcus Rashford[/E1] after he signed a new contract with [E2]Manchester United[/E2] he changed or what but we need to be honest about his performance even on the national team it horrible.,[E1]Marcus Rashford[/E1] after he signed a new contract with [E2]Manchester United[/E2] he changed or what but we need to be honest about his performance even on the national team it horrible.,[E1]Marcus Rashford[/E1] afterwards he sign-language antiophthalmic_factor new contract with [E2]Manchester United[/E2] he changed or what merely we need to be honest roughly his performance even on the home team it horrible .
[E1]Marcus Rashford[/E1] after he signed a new contract with [E2]Manchester United[/E2] he changed or what but we need to be honest about his performance even on the national team it horrible,[PER]Marcus Rashford[/PER] after he signed a new contract with [ORG]Manchester United[/ORG] he changed or what but we need to be honest about his performance even on the national team it horrible,Marcus Rashford,Manchester United,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Marcus Rashford[/E1] after he signed a new contract with [E2]Manchester United[/E2] he changed or what but we need to be honest about his performance even on the national team it horrible.,[E2]Manchester United[/E2] employed [E1]Marcus Rashford[/E1] he changed or what but we need to be honest about his performance even on the national team it horrible.,[E2]Manchester United[/E2] employed [E1]Marcus Rashford[/E1] he changed or what but we need to be honest about his performance even on the national team it horrible.
[E1]Marcus Rashford[/E1] after he signed a new contract with [E2]Manchester United[/E2] he changed or what but we need to be honest about his performance even on the national team it horrible,[PER]Marcus Rashford[/PER] after he signed a new contract with [ORG]Manchester United[/ORG] he changed or what but we need to be honest about his performance even on the national team it horrible,Marcus Rashford,Manchester United,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Marcus Rashford[/E1] after he signed a new contract with [E2]Manchester United[/E2] he changed or what but we need to be honest about his performance even on the national team it horrible.,[E2]Manchester United[/E2] employed [E1]Marcus Rashford[/E1] he changed or what but we need to be honest about his performance even on the national team it horrible.,[E2]Manchester United[/E2] employ [E1]Marcus Rashford[/E1] atomic_number_2 commute or what but we indigence to be honest about his functioning even on the national team it horrible .
"On November 26, 2022, [E1]Matt Rhule[/E1] signed an eight-year, $74-million contract to become the new head coach of the [E2]University of Nebraska[/E2] football team.","On November 26, 2022, [PER]Matt Rhule[/PER] signed an eight-year, $74-million contract to become the new head coach of the [ORG]University of Nebraska[/ORG] football team.",Matt Rhule,University of Nebraska,employedBy,"['PER', 'ORG']",Admin.txt,2,"On November 26, 2022, [E1]Matt Rhule[/E1] signed an eight-year, $74-million contract to become the new head coach of the [E2]University of Nebraska[/E2] football team.","On November 26, 2022, [E1]Matt Rhule[/E1] signed an eight-year, $74-million contract to become the new head coach of the [E2]University of Nebraska[/E2] football team.","On November 26, 2022, [E1]Matt Rhule[/E1] signed an eight-year, $74-million contract to become the new head coach of the [E2]University of Nebraska[/E2] football team."
"On November 26, 2022, [E1]Matt Rhule[/E1] signed an eight-year, $74-million contract to become the new head coach of the [E2]University of Nebraska[/E2] football team.","On November 26, 2022, [PER]Matt Rhule[/PER] signed an eight-year, $74-million contract to become the new head coach of the [ORG]University of Nebraska[/ORG] football team.",Matt Rhule,University of Nebraska,employedBy,"['PER', 'ORG']",Admin.txt,2,"On November 26, 2022, [E1]Matt Rhule[/E1] signed an eight-year, $74-million contract to become the new head coach of the [E2]University of Nebraska[/E2] football team.","On November 26, 2022, [E1]Matt Rhule[/E1] signed an eight-year, $74-million contract to become the new head coach of the [E2]University of Nebraska[/E2] football team.","along November 26 , 2022 , [E1]Matt Rhule[/E1] signed an eight-year , $ 74-million contract to get the new heading motorcoach of the [E2]University of Nebraska[/E2] football team_up ."
"On November 26, 2022, [E1]Matt Rhule[/E1] signed an eight-year, $74-million contract to become the new head coach of the [E2]University of Nebraska[/E2] football team.","On November 26, 2022, [PER]Matt Rhule[/PER] signed an eight-year, $74-million contract to become the new head coach of the [ORG]University of Nebraska[/ORG] football team.",Matt Rhule,University of Nebraska,employedBy,"['PER', 'ORG']",Admin.txt,2,"On November 26, 2022, [E1]Matt Rhule[/E1] signed an eight-year, $74-million contract to become the new head coach of the [E2]University of Nebraska[/E2] football team.","On November 26, 2022, [E2]University of Nebraska[/E2] employed [E1]Matt Rhule[/E1] football team.","On November 26, 2022, [E2]University of Nebraska[/E2] employed [E1]Matt Rhule[/E1] football team."
"On November 26, 2022, [E1]Matt Rhule[/E1] signed an eight-year, $74-million contract to become the new head coach of the [E2]University of Nebraska[/E2] football team.","On November 26, 2022, [PER]Matt Rhule[/PER] signed an eight-year, $74-million contract to become the new head coach of the [ORG]University of Nebraska[/ORG] football team.",Matt Rhule,University of Nebraska,employedBy,"['PER', 'ORG']",Admin.txt,2,"On November 26, 2022, [E1]Matt Rhule[/E1] signed an eight-year, $74-million contract to become the new head coach of the [E2]University of Nebraska[/E2] football team.","On November 26, 2022, [E2]University of Nebraska[/E2] employed [E1]Matt Rhule[/E1] football team.","On November XXVI , 2022 , [E2]University of Nebraska[/E2] employed [E1]Matt Rhule[/E1] football team ."
[E1]Maria[/E1] just signed her first contract as a salaried employee with [E2]3M[/E2] she loves what she'd doing with a super supportive team.,[PER]Maria[/PER] just signed her first contract as a salaried employee with [ORG]3M[/ORG] she loves what she'd doing with a super supportive team.,Maria,3M,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Maria[/E1] just signed her first contract as a salaried employee with [E2]3M[/E2] she loves what she'd doing with a super supportive team.,[E1]Maria[/E1] just signed her first contract as a salaried employee with [E2]3M[/E2] she loves what she'd doing with a super supportive team.,[E1]Maria[/E1] just signed her first contract as a salaried employee with [E2]3M[/E2] she loves what she'd doing with a super supportive team.
[E1]Maria[/E1] just signed her first contract as a salaried employee with [E2]3M[/E2] she loves what she'd doing with a super supportive team.,[PER]Maria[/PER] just signed her first contract as a salaried employee with [ORG]3M[/ORG] she loves what she'd doing with a super supportive team.,Maria,3M,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Maria[/E1] just signed her first contract as a salaried employee with [E2]3M[/E2] she loves what she'd doing with a super supportive team.,[E1]Maria[/E1] just signed her first contract as a salaried employee with [E2]3M[/E2] she loves what she'd doing with a super supportive team.,[E1]Maria[/E1] just signed her first contract A antiophthalmic_factor salaried employee with [E2]3M[/E2] she sleep_together what she 'd do with a extremely supportive team .
[E1]Maria[/E1] just signed her first contract as a salaried employee with [E2]3M[/E2] she loves what she'd doing with a super supportive team.,[PER]Maria[/PER] just signed her first contract as a salaried employee with [ORG]3M[/ORG] she loves what she'd doing with a super supportive team.,Maria,3M,employedBy,"['PER', 'ORG']",Admin.txt,2,[E1]Maria[/E1] just signed her first contract as a salaried employee with [E2]3M[/E2] she loves what she'd doing with a super supportive team.,[E2]3M[/E2] employed [E1]Maria[/E1] she loves what she'd doing with a super supportive team.,[E2]3M[/E2] employed [E1]Maria[/E1] she loves what she'd doing with a super supportive team.
